Link,Title,Company,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=52f8fb3f7e662c5d,[카카오커머스] 기술직군,카카오커머스,성남 분당구,,"Keras, Pytorch 등) - Python을 활용한 머신러닝/딥러닝... 이상 사용 경험이 있으신 분 - 프로그램 개발(Java, Scala, Python 등) 중급 이상 기술 보유하신 분 - 대용량 데이터에 대한 실시간..."
https://kr.indeed.com/viewjob?jk=d6c05c588971df5a,백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트,서울 충정로역,,"경험 - Linux명령어 및shell스크립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래밍 경험 네트워크및 서버에 대한 표준화... 립트 작성 능숙 우대사항 - Python, Java등을 이용한 프로그래..."
https://kr.indeed.com/viewjob?jk=0ea424ee397bc5d2,Business/Data Analyst (Search &Discovery...,Coupang,서울 송파구,,"Tableau 또는 Power BI를 이용한 비즈니스 인텔리전스 리포팅, 대시보딩 경력을 보유하신 분 • Python, R 등 기타 Programming language 사용 경력을 보유하신 분 • A/B 테스트, 퍼널 분석..."
https://kr.indeed.com/viewjob?jk=de7daa65f0e8403c,Associate Application Engineer - EBS,Mentor Graphics (Korea) LLC,경기도 성남,,Knowledge... programming language like Visual Basic or Python is also highly desirable. Organization: Digital Industries...
https://kr.indeed.com/viewjob?jk=9d9f5827c98272c9,테크빌더팀 웹어플리케이션 개발자 (백앤드/프론트앤드),Nexon,성남 분당구,,"주요업무 - 유저동향분석 시스템, 개발팀 지원 서비스 운영 및 개발 사용언어 및 라이브러리 - Python + Flask - JavaScript, React, Angular, JQuery - Elastic Search..."
https://kr.indeed.com/viewjob?jk=4ec305f59ce64060,게임이상탐지 분석/개발,Nexon,성남 분당구,,"기법 적용에 필요한 프로그래밍 능력 ( Python) - SQL 활용 능력... 대시보드 개발 능력 솔루션 개발자 - 한 가지 이상의 개발 언어( Python, Java, Scala)에 숙련된 프로그래밍 능력 - Linux..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon,성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss,서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
https://kr.indeed.com/viewjob?jk=80dea8b8353c3ee0,System Engineer,Toss,서울 강남구,,"# 자격 요건 - Linux 환경에서 대용량 TPS 운영 경험이 있으신 분 - 스크립트 언어(shell, python, Perl, Ruby 등)를 사용하여 인프라 운영이 가능하신 분 - HTTP, TCP/IP 프로토콜에 대한..."
https://kr.indeed.com/viewjob?jk=89e016913c22c992,(주)리안 기업 웹 프로그래머 (Java/HTML/Python) 계약직(...,리안,부산 해운대구,,인터넷·IT·통신·모바일·게임>전산·IT기술지원>유지보수
https://kr.indeed.com/viewjob?jk=7d4bc2a107c6669b,Customer Engineer,Microsoft,서울,,least 5 years welcome experience in model development using python or R. Experience in migrating from one database to another...
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=f4750c486cc78516,Application Engineer Consultant - HAV,Mentor Graphics (Korea) LLC,경기도 성남,,"Proficient in scripting languages used today (e.g., Perl, Python, various shell scripts/Makefiles, XML, JSON, etc.) Industry..."
https://kr.indeed.com/viewjob?jk=7cca723d316495aa,Application Engineer South Korea (Physic...,Zurich Instruments,서울,,"Korean * experience in programming languages LabVIEW, MATLAB, Python or C is a plus * availability to travel, around 25..."
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo,서울 강남구,,래픽 처리를 위한 AWS 인프라 구축 • 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 • AWS...
https://kr.indeed.com/viewjob?jk=7af6301dc691d3ab,Data Scientist,Toss,서울 강남구,,"실무 경험 5년 이상 갖추신 분 - 실제 서비스 데이터를 이용한 분석모델 개발 경험이 있으신 분 - R, Python, Scala, SQL 등 데이터 분석의 업무를 수행할 수 있는 하나 이상의 개발 언어에 능숙하신 분 #..."
https://kr.indeed.com/viewjob?jk=df6dbb00c3db1b95,"기술연구소 정규직 연력(Java, Python, 기타)및 개발자 (경력...",파인씨앤아이,서울,"연봉 30,000,000원 - 60,000,000원","구소 정규직 연구인력(Java, Python, 기타)및 개발자를 모집합니다... 경력 : Java 개발경험 2년이상 -개발언어 : Java, C++, Python, Node 등 [근무부서 및 직급/직책] 근무부서: 기술연구소 직급..."
https://kr.indeed.com/viewjob?jk=5b73d7ce16a8338a,2021 Market Data Analyst - Seoul,Bloomberg,서울,,"work experience using one more programming language... Python, SQL and R Fluency in Korean and English (both spoken..."
https://kr.indeed.com/viewjob?jk=6ede042ebe53ba49,RTL 기반 HW IP 설계 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... 검증 가능자 - Language: Python/Perl, C/C++ [우대..."
https://kr.indeed.com/viewjob?jk=d2368e2391c4f4a5,2020년 현대글로비스 석/박사 채용,현대글로비스,서울 역삼동,,"통계학과 컴퓨터공학, 산업공학, 수학 등의 전공자 -ML/DL/데이터 마이닌을 통한 모형 개발 가능자 ( Python, R 활용) -빅데이터 플랫폼(Hadoop기반) 및 RDBMS에 대한 기본 지식 보유 -Hadoop..."
https://kr.indeed.com/viewjob?jk=6f51c049f1d057f5,[한국자산평가] 신입 및 경력직원 (금융공학연구소),한국자산평가,서울 종로구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=ba020dbad779cf77,Mobile Field Applications Engineer,Dolby,서울,,"level of programming language skills (C/C++, Java/Android, Python) is required. Excellent written and verbal communication..."
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=1a75ce748c5f24e9,TOAST CAM 임베디드 개발,NHN,성남 판교역,,"또는 석사 학위 또는 그에 준하는 실무 경험자 (신입 지원가능) - 임베디드 환경에서 영상 처리 경험자 - Python, C++ 개발 경험 - 딥러닝 프레임워크, 컴퓨터 비젼 경험자 - Visual Object..."
https://kr.indeed.com/viewjob?jk=924ed6fc5baf7235,2020년 한국통계정보원 SW분야 직원(신입),재단법인 한국통계정보원,대전 서구,,있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>전산·IT기술지원>유지보수
https://kr.indeed.com/viewjob?jk=77dfad5a778a94c2,Senior Data Scientist,Boston Consulting Group,서울,,"leadership. Fluency... least one scripting language (e.g. Python, R) Fluency in English local office language is required..."
https://kr.indeed.com/viewjob?jk=06995d4800ce38f3,Field Application Engineer (FAE) – Korea...,LUCID Vision Labs,대한민국,,debugging technique (OpenCL... Python experience is a plus). In-depth knowledge... OpenCL... Python experience is a plus...
https://kr.indeed.com/viewjob?jk=c6f624615d1e3da4,"[Search] 파파고 머신러닝(자연어처리, 컴퓨터비전) 엔지니어 (신입...",네이버,서울,,"이해가 깊은 분 (ex: TensorFlow, PyTorch) · Python, C++ 등의 프로그래밍 언어를 1개 이상 자유자재로 다루고 Linux... 찾고, 해결할 수 있는 분 · Python 등의 프로그래밍 언어를 1 개..."
https://kr.indeed.com/viewjob?jk=4bd70fb8a220d90d,[Janssen] Data Scientist,Johnson & Johnson Family of Companies,서울,,"Expertise in one or more programming languages... R, Python or SAS. 7. Knowledge of relational database architecture..."
https://kr.indeed.com/viewjob?jk=d5b9967419c40794,Datacenter GoExpert Engineer,Oracle,서울,,"Previous experience with Programming/Scripting Perl, Python, Bash or Java Strong knowledge of network architecture..."
https://kr.indeed.com/viewjob?jk=2f9853d8068aa1f9,데이터 마트 개발,Nexon,성남 분당구,,등 데이터 파이프라인 구축에 대해 경험이 있으신 분 - SQL 활용 능력이 뛰어나신 분 우대사항 - Python이나 Scala 등과 같은 프로그래밍 언어를 활용하여 ETL 개발이 가능하신 분 - Spark를 활용하여...
https://kr.indeed.com/viewjob?jk=9bc15edd28fe08f7,"Analog Design Engr, Sr I",Synopsys,경기도 성남,,"control/data-capture. •Experience with TCL, Perl, C, Python, MATLAB. Inclusion and Diversity are important to us. Synopsys..."
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신,대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=a1d687cd59776360,머신러닝 개발,Nexon,성남 분당구,,모델 개발 - 머신러닝을 위한 솔루션 프로토타이핑 - 머신러닝 파이프라인 설계 및 구축 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=425ed567788202a3,Software Engineer Intern,Intel,서울,,"environment Preferred Qualifications Programming skills with Python Understanding of operating systems, system software..."
https://kr.indeed.com/viewjob?jk=23dfc13905f7fcc0,[Search] Knowledge Base Applications (신입...,네이버,서울,,"이터 수집 및 취합 - 빅데이터 기술을 이용한 데이터 분석 - 데이터 시각화 [필요기술] - Java/ Python/Scala 중 최소 1 가지이상 숙련자 - Web(HTML, JS, D3 ) [우대사항] - 대용량 데이..."
https://kr.indeed.com/viewjob?jk=c0435086bf1b4bc9,2021년 경력직(임원급 포함) 컨설턴트,페니로이스,서울 종로구,,"경험자 ○ 4년제 대학교 졸업이상 (석/박사 졸업자 우대) ○ 해외 학위나 영어 능통자 우대 ○ SAS, R, Python등 분석 Package 활용 가능자 및 분석 플랫폼 기반 프로젝트 수행자 ○ 금융권 관련 업무 종사자나..."
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,딥엑스,성남 분당구,"연봉 40,000,000원 - 100,000,000원",경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=ef17560d7d3fb8f3,2020년 각 부문 신입/경력,더이앤엠,서울,,"GCP, Azure) 경력 우대 ㆍASP, Node.js, Python, Go, PHP 등 ㆍWOWZA 스트리밍 솔루션 유경험자 ㆍ호스팅 업무 유경험... ㆍASP, Node.js, Python, Go, PHP 등 ㆍWOWZA..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스,성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=4c882f68fdb9b023,[기술플랫폼실] 데이터 엔지니어 영입,카카오페이,성남 분당구,,"분 - Java, Scala, Python 등 프로그래밍 스킬을 보유하신... 용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=4ea5f0a4f1faa8c7,2020 [SW개발자],씨젠,서울 송파구,,"경험 •Java, JavaScript, Python, Linux 능숙자... 프로그래밍 언어에 대한 이해와 경험 (Java, Node.js, R, Python, React, HTML5, CSS) •데이터 분석/통계/그래프 SW..."
https://kr.indeed.com/viewjob?jk=ce97cc7e1904d7ff,솔루션 개발자,고도소프트,서울 구로구,,"쇼핑몰 솔루션 개발 경험이 있으신 분 - 분산환경에서의 Application 개발 경험이 있으신 분 - PHP 외 Java, Python등의 언어로 개발 경험이 있으신 분 - 클라우드 환경에서의 개발 경험이 있으신 분 비고"
https://kr.indeed.com/viewjob?jk=801009ad01595eb9,AI기반 영상분석 엔지니어,크레스프리,성남 분당구,,"Keras 등) 및 Library(OpenCV 등) 경험자 - - Python/C/C++ 등 프로그래밍 활용 가능자 [근무부서 및 직급/직책] 근무부... AI, Flamework, openCV, Python 기타: - Deep..."
https://kr.indeed.com/viewjob?jk=0c07d097f996104e,하나손해보험 경력직,하나손해보험,서울 종로구,,사항 인원 근무지 정규직 자동차보험 - 상품개발/인수기획 5년 이상 ① 보험관련 자격증 소지자 ② SAS/R/ Python 숙련자 ③ 수학/통계학/보험관련 전공 O명 본점 (서울 종로구) 정규직 장기보험 - 손해/생명보험 장기...
https://kr.indeed.com/viewjob?jk=463b6df95a2554ff,[기술플랫폼실] kafka 담당자 영입,카카오페이,성남 분당구,,"이고 체계적인 문제해결 및 커뮤니케이션 능력을 보유하신 분 - Python, Shell 스크립트 사용이 가능하신 분 ◆ 우대사항 - ZooKeeper... 그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=cae2de07045cfb2b,"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
https://kr.indeed.com/viewjob?jk=93057adc9103ac83,[베스파] 데이터 분석(Data Analyst),베스파,서울 강남구,,분 - 게임을 일로 접근할 수 있는 마음을 가지신 분 ▣우대사항 - 전공 : 통계학/컴퓨터공학/심리학 - Python 또는 R 활용 역량을 보유하신 분 - 게임 회사에서의 데이터 분석 경험이 있으신 분 - BigQuery...
https://kr.indeed.com/viewjob?jk=550924e5eae67f0f,[인프라보호팀]보안 취약점 분석 및 조치 담당자,심플렉스,서울 동작구,,"OS(Linux, Windows) 취약점 분석 경험 - OS(Linux, Windows) 이벤트 이해 및 관제 경험 - php, python 등 언어 개발 능력 우대요건 - 호스팅 업체 근무 경력 - 장애인 및 보훈대상자"
https://kr.indeed.com/viewjob?jk=ebbd4762757dfe85,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행,성남 분당구,,"또는 머신러닝 관련 내용을 이해할 수 있는 분 · 적극적이고 원만한 커뮤니케이션이 가능한 분 우대사항 · Python, Java, Scala 등 프로그래밍 언어 사용 경험이 있는 분 · 전산/수학/통계 또는 관련 분야 학사..."
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
https://kr.indeed.com/viewjob?jk=8c8700db243d1a3c,Applications Engineer (Library Character...,Synopsys,서울,,"Working knowledge of scripting languages like TCL, Unix Shell, Python, or Perl. Prior AE/design experience is a plus. Working..."
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=d4c52ba1a491a8b9,현대무벡스 경력사원 상시,현대무벡스,서울 종로구,,PM>웹기획|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보보안|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드
https://kr.indeed.com/viewjob?jk=0f7993638aee82bd,Machine Learning Researcher (Intern),Qualcomm Korea YH,서울,,"Adversarial attacks, examples Minimum Qualifications • Python Programming • Deep learning with hands-on experience of deep..."
https://kr.indeed.com/viewjob?jk=8cbce2791d943281,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young,대한민국,,총계정원장조정 경험자 - Python/R 등 프로그램 언어 활용 능력... PowerBI... Tableau Experience with Python/ R or other programming languages...
https://kr.indeed.com/viewjob?jk=50bdcec0bd5965c1,AI/빅데이터 (리더급) 국내 대기업,국내 대기업,경기도,,"경력 5년 이상 (제조업 경력, 팀리딩 경험 우대) - 데이터 모델링 및 분석 역량, 통계 지식 보유자 (R, Python,C#등 프로그램 활용 가능자 우대) 이공계열 - 통계학, 산업공학, 컴퓨터공학, 수학, (계량)경제학..."
https://kr.indeed.com/viewjob?jk=80a65fe76f39fe46,[XTRM] Data Analyst,PUBG,서울,,"Stackshare : https://stackshare.io/pubg/xtrm-data [지원 자격] - Python, SQL 등을 활용한 데이터 분석 경험자 - 데이터 시각화에 관심 많으신 분 - 한국에 거주하며..."
https://kr.indeed.com/viewjob?jk=871573c1bd610f3d,시큐리티사업/ 인프라사업/ 주차운영부문 경력 수시,한국전자금융,서울 마포구,,"및 관련 툴(SQL, R, Python 등)을 활용한 데이터 분석 능력... 그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터..."
https://kr.indeed.com/viewjob?jk=ec4f0bf4742a67c7,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든다해,경기도 광명,"연봉 42,000,000원 - 44,000,000원","프로그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=c9d9689b4870e116,"Jr. Software Engineer, Server, Messaging...",Sendbird,서울,,"프라 위에 안정적이고 효율적인 서비스 설계 및 구축 핵심 자격요건 Python, Java, Kotlin, Go, C++ 등 서버 사이드 프로그래밍... Understanding of Python, Java, and Event..."
